Order ID,Customer Name,Ship Mode,Order Date,Ship Date,Measure Names,Measure Values
BN-2013-1620263,Bradley Howell,Priority,10/16/2013,10/17/2013,Profit,-17
BN-2013-1620263,Bradley Howell,Priority,10/16/2013,10/17/2013,% of Total Discount along Table (Down),0.001163264
BN-2013-1620263,Bradley Howell,Priority,10/16/2013,10/17/2013,Quantity,6
BN-2013-1620263,Bradley Howell,Priority,10/16/2013,10/17/2013,Sales,100
BN-2013-1607455,Rhys Murphy,Economy,9/10/2013,9/15/2013,% of Total ProfitMargin along Table (Down),-0.415209809
BN-2013-1607455,Rhys Murphy,Economy,9/10/2013,9/15/2013,Profit,-1
BN-2013-1607455,Rhys Murphy,Economy,9/10/2013,9/15/2013,% of Total Discount along Table (Down),0.000581632
BN-2013-1607455,Rhys Murphy,Economy,9/10/2013,9/15/2013,Quantity,5
BN-2013-1607455,Rhys Murphy,Economy,9/10/2013,9/15/2013,Sales,20
BN-2013-1505908,Mohammed Fox,Economy,11/8/2013,11/12/2013,% of Total ProfitMargin along Table (Down),-3.386627493
BN-2013-1505908,Mohammed Fox,Economy,11/8/2013,11/12/2013,Profit,-146
BN-2013-1505908,Mohammed Fox,Economy,11/8/2013,11/12/2013,% of Total Discount along Table (Down),0.001163264
BN-2013-1505908,Mohammed Fox,Economy,11/8/2013,11/12/2013,Quantity,8
BN-2013-1505908,Mohammed Fox,Economy,11/8/2013,11/12/2013,Sales,358
BN-2013-1501902,Viola Watson,Economy Plus,7/23/2013,7/27/2013,% of Total ProfitMargin along Table (Down),-2.084320157
BN-2013-1501902,Viola Watson,Economy Plus,7/23/2013,7/27/2013,Profit,-63
BN-2013-1501902,Viola Watson,Economy Plus,7/23/2013,7/27/2013,% of Total Discount along Table (Down),0.000465306
BN-2013-1501902,Viola Watson,Economy Plus,7/23/2013,7/27/2013,Quantity,3
BN-2013-1501902,Viola Watson,Economy Plus,7/23/2013,7/27/2013,Sales,251
BN-2013-1382907,Sophie Franklin,Economy,5/11/2013,5/15/2013,% of Total ProfitMargin along Table (Down),-5.812937328
BN-2013-1382907,Sophie Franklin,Economy,5/11/2013,5/15/2013,Profit,-280
BN-2013-1382907,Sophie Franklin,Economy,5/11/2013,5/15/2013,% of Total Discount along Table (Down),0.001163264
BN-2013-1382907,Sophie Franklin,Economy,5/11/2013,5/15/2013,Quantity,8
BN-2013-1382907,Sophie Franklin,Economy,5/11/2013,5/15/2013,Sales,400
BN-2013-1331129,Joshua Andrews,Priority,1/29/2013,1/30/2013,% of Total ProfitMargin along Table (Down),0
BN-2013-1331129,Joshua Andrews,Priority,1/29/2013,1/30/2013,Profit,0
BN-2013-1331129,Joshua Andrews,Priority,1/29/2013,1/30/2013,% of Total Discount along Table (Down),0.000116326
BN-2013-1331129,Joshua Andrews,Priority,1/29/2013,1/30/2013,Quantity,2
BN-2013-1331129,Joshua Andrews,Priority,1/29/2013,1/30/2013,Sales,20
BN-2013-132912,Britney Basaldua,Economy,9/26/2013,10/1/2013,% of Total ProfitMargin along Table (Down),-0.795082613
BN-2013-132912,Britney Basaldua,Economy,9/26/2013,10/1/2013,Profit,-18
BN-2013-132912,Britney Basaldua,Economy,9/26/2013,10/1/2013,% of Total Discount along Table (Down),0.000174490
BN-2013-132912,Britney Basaldua,Economy,9/26/2013,10/1/2013,Quantity,2
BN-2013-132912,Britney Basaldua,Economy,9/26/2013,10/1/2013,Sales,188
BN-2013-1315378,Katherine Grant,Economy,12/2/2013,12/7/2013,% of Total ProfitMargin along Table (Down),-8.145517275
BN-2013-1315378,Katherine Grant,Economy,12/2/2013,12/7/2013,Profit,-462
BN-2013-1315378,Katherine Grant,Economy,12/2/2013,12/7/2013,% of Total Discount along Table (Down),0.000581632
BN-2013-1315378,Katherine Grant,Economy,12/2/2013,12/7/2013,Quantity,3
BN-2013-1315378,Katherine Grant,Economy,12/2/2013,12/7/2013,Sales,471
BN-2013-1262066,Hazel Turner,Economy Plus,9/10/2013,9/14/2013,% of Total ProfitMargin along Table (Down),-5.872253015
BN-2013-1262066,Hazel Turner,Economy Plus,9/10/2013,9/14/2013,Profit,-198
BN-2013-1262066,Hazel Turner,Economy Plus,9/10/2013,9/14/2013,% of Total Discount along Table (Down),0.001395917
BN-2013-1262066,Hazel Turner,Economy Plus,9/10/2013,9/14/2013,Quantity,12
BN-2013-1262066,Hazel Turner,Economy Plus,9/10/2013,9/14/2013,Sales,280
BN-2013-1210001,Michael Myers,Economy,8/7/2013,8/11/2013,% of Total ProfitMargin along Table (Down),-1.678507739
BN-2013-1210001,Michael Myers,Economy,8/7/2013,8/11/2013,Profit,-19
BN-2013-1210001,Michael Myers,Economy,8/7/2013,8/11/2013,% of Total Discount along Table (Down),0.000581632
BN-2013-1210001,Michael Myers,Economy,8/7/2013,8/11/2013,Quantity,3
BN-2013-1210001,Michael Myers,Economy,8/7/2013,8/11/2013,Sales,94
BN-2013-1199196,Georgia Bermingham,Priority,4/4/2013,4/6/2013,% of Total ProfitMargin along Table (Down),-2.814457552
BN-2013-1199196,Georgia Bermingham,Priority,4/4/2013,4/6/2013,Profit,-182
BN-2013-1199196,Georgia Bermingham,Priority,4/4/2013,4/6/2013,% of Total Discount along Table (Down),0.001744896
BN-2013-1199196,Georgia Bermingham,Priority,4/4/2013,4/6/2013,Quantity,8
BN-2013-1199196,Georgia Bermingham,Priority,4/4/2013,4/6/2013,Sales,537
BN-2013-1094038,Isabella Cleary,Economy,10/11/2013,10/15/2013,% of Total ProfitMargin along Table (Down),-1.346626408
BN-2013-1094038,Isabella Cleary,Economy,10/11/2013,10/15/2013,Profit,-6
BN-2013-1094038,Isabella Cleary,Economy,10/11/2013,10/15/2013,% of Total Discount along Table (Down),0.000465306
BN-2013-1094038,Isabella Cleary,Economy,10/11/2013,10/15/2013,Quantity,1
BN-2013-1094038,Isabella Cleary,Economy,10/11/2013,10/15/2013,Sales,37
BN-2012-9976090,Viola Watson,Economy,6/15/2012,6/19/2012,% of Total ProfitMargin along Table (Down),-3.636874241
BN-2012-9976090,Viola Watson,Economy,6/15/2012,6/19/2012,Profit,-60
BN-2012-9976090,Viola Watson,Economy,6/15/2012,6/19/2012,% of Total Discount along Table (Down),0.001744896
BN-2012-9976090,Viola Watson,Economy,6/15/2012,6/19/2012,Quantity,8
BN-2012-9976090,Viola Watson,Economy,6/15/2012,6/19/2012,Sales,137
BN-2012-9955525,Lara Giles,Economy,4/28/2012,5/4/2012,% of Total ProfitMargin along Table (Down),0.477252654
BN-2012-9955525,Lara Giles,Economy,4/28/2012,5/4/2012,Profit,10
BN-2012-9955525,Lara Giles,Economy,4/28/2012,5/4/2012,% of Total Discount along Table (Down),0
BN-2012-9955525,Lara Giles,Economy,4/28/2012,5/4/2012,Quantity,9
BN-2012-9955525,Lara Giles,Economy,4/28/2012,5/4/2012,Sales,174
BN-2012-9894081,Ben Summerville,Economy,3/29/2012,4/2/2012,% of Total ProfitMargin along Table (Down),-0.924556255
BN-2012-9894081,Ben Summerville,Economy,3/29/2012,4/2/2012,Profit,-55
BN-2012-9894081,Ben Summerville,Economy,3/29/2012,4/2/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-9894081,Ben Summerville,Economy,3/29/2012,4/2/2012,Quantity,4
BN-2012-9894081,Ben Summerville,Economy,3/29/2012,4/2/2012,Sales,494
BN-2012-9869476,Alexis Code,Economy,7/13/2012,7/17/2012,% of Total ProfitMargin along Table (Down),0.162995586
BN-2012-9869476,Alexis Code,Economy,7/13/2012,7/17/2012,Profit,19
BN-2012-9869476,Alexis Code,Economy,7/13/2012,7/17/2012,% of Total Discount along Table (Down),0.000465306
BN-2012-9869476,Alexis Code,Economy,7/13/2012,7/17/2012,Quantity,4
BN-2012-9869476,Alexis Code,Economy,7/13/2012,7/17/2012,Sales,968
BN-2012-9784298,Angus Blacklock,Economy,3/13/2012,3/20/2012,% of Total ProfitMargin along Table (Down),-1.004539861
BN-2012-9784298,Angus Blacklock,Economy,3/13/2012,3/20/2012,Profit,-15
BN-2012-9784298,Angus Blacklock,Economy,3/13/2012,3/20/2012,% of Total Discount along Table (Down),0.000174490
BN-2012-9784298,Angus Blacklock,Economy,3/13/2012,3/20/2012,Quantity,1
BN-2012-9784298,Angus Blacklock,Economy,3/13/2012,3/20/2012,Sales,124
BN-2012-9766110,Richard Poole,Economy,11/12/2012,11/16/2012,% of Total ProfitMargin along Table (Down),-5.877366436
BN-2012-9766110,Richard Poole,Economy,11/12/2012,11/16/2012,Profit,-821
BN-2012-9766110,Richard Poole,Economy,11/12/2012,11/16/2012,% of Total Discount along Table (Down),0.003315303
BN-2012-9766110,Richard Poole,Economy,11/12/2012,11/16/2012,Quantity,17
BN-2012-9766110,Richard Poole,Economy,11/12/2012,11/16/2012,Sales,1160
BN-2012-9713338,Larry Klaus,Economy,12/22/2012,12/27/2012,% of Total ProfitMargin along Table (Down),-0.914717074
BN-2012-9713338,Larry Klaus,Economy,12/22/2012,12/27/2012,Profit,-51
BN-2012-9713338,Larry Klaus,Economy,12/22/2012,12/27/2012,% of Total Discount along Table (Down),0.000930611
BN-2012-9713338,Larry Klaus,Economy,12/22/2012,12/27/2012,Quantity,9
BN-2012-9713338,Larry Klaus,Economy,12/22/2012,12/27/2012,Sales,463
BN-2012-9634659,Kayleigh Farmer,Priority,12/3/2012,12/5/2012,% of Total ProfitMargin along Table (Down),-1.973948273
BN-2012-9634659,Kayleigh Farmer,Priority,12/3/2012,12/5/2012,Profit,-29
BN-2012-9634659,Kayleigh Farmer,Priority,12/3/2012,12/5/2012,% of Total Discount along Table (Down),0.000465306
BN-2012-9634659,Kayleigh Farmer,Priority,12/3/2012,12/5/2012,Quantity,1
BN-2012-9634659,Kayleigh Farmer,Priority,12/3/2012,12/5/2012,Sales,122
BN-2012-9614623,Luz Reilly,Economy,1/5/2012,1/9/2012,% of Total ProfitMargin along Table (Down),-6.470802220
BN-2012-9614623,Luz Reilly,Economy,1/5/2012,1/9/2012,Profit,-240
BN-2012-9614623,Luz Reilly,Economy,1/5/2012,1/9/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-9614623,Luz Reilly,Economy,1/5/2012,1/9/2012,Quantity,2
BN-2012-9614623,Luz Reilly,Economy,1/5/2012,1/9/2012,Sales,308
BN-2012-9606343,Alice Black,Economy Plus,5/9/2012,5/11/2012,% of Total ProfitMargin along Table (Down),-5.284488480
BN-2012-9606343,Alice Black,Economy Plus,5/9/2012,5/11/2012,Profit,-7
BN-2012-9606343,Alice Black,Economy Plus,5/9/2012,5/11/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-9606343,Alice Black,Economy Plus,5/9/2012,5/11/2012,Quantity,2
BN-2012-9606343,Alice Black,Economy Plus,5/9/2012,5/11/2012,Sales,11
BN-2012-9605116,Scarlett Pollard,Economy,8/24/2012,8/28/2012,% of Total ProfitMargin along Table (Down),-3.806089917
BN-2012-9605116,Scarlett Pollard,Economy,8/24/2012,8/28/2012,Profit,-22
BN-2012-9605116,Scarlett Pollard,Economy,8/24/2012,8/28/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-9605116,Scarlett Pollard,Economy,8/24/2012,8/28/2012,Quantity,5
BN-2012-9605116,Scarlett Pollard,Economy,8/24/2012,8/28/2012,Sales,48
BN-2012-9505368,Katherine Grant,Priority,8/29/2012,9/1/2012,% of Total ProfitMargin along Table (Down),-0.834592581
BN-2012-9505368,Katherine Grant,Priority,8/29/2012,9/1/2012,Profit,-140
BN-2012-9505368,Katherine Grant,Priority,8/29/2012,9/1/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-9505368,Katherine Grant,Priority,8/29/2012,9/1/2012,Quantity,11
BN-2012-9505368,Katherine Grant,Priority,8/29/2012,9/1/2012,Sales,1393
BN-2012-9454335,Lester Wimmer,Immediate,10/4/2012,10/4/2012,% of Total ProfitMargin along Table (Down),0.532320268
BN-2012-9454335,Lester Wimmer,Immediate,10/4/2012,10/4/2012,Profit,30
BN-2012-9454335,Lester Wimmer,Immediate,10/4/2012,10/4/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-9454335,Lester Wimmer,Immediate,10/4/2012,10/4/2012,Quantity,6
BN-2012-9454335,Lester Wimmer,Immediate,10/4/2012,10/4/2012,Sales,468
BN-2012-9322615,William Horton,Immediate,9/28/2012,9/28/2012,% of Total ProfitMargin along Table (Down),-0.302470722
BN-2012-9322615,William Horton,Immediate,9/28/2012,9/28/2012,Profit,-44
BN-2012-9322615,William Horton,Immediate,9/28/2012,9/28/2012,% of Total Discount along Table (Down),0.000174490
BN-2012-9322615,William Horton,Immediate,9/28/2012,9/28/2012,Quantity,10
BN-2012-9322615,William Horton,Immediate,9/28/2012,9/28/2012,Sales,1208
BN-2012-9279077,Bianca Monsoor,Economy,12/26/2012,12/30/2012,% of Total ProfitMargin along Table (Down),-3.551794753
BN-2012-9279077,Bianca Monsoor,Economy,12/26/2012,12/30/2012,Profit,-71
BN-2012-9279077,Bianca Monsoor,Economy,12/26/2012,12/30/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-9279077,Bianca Monsoor,Economy,12/26/2012,12/30/2012,Quantity,12
BN-2012-9279077,Bianca Monsoor,Economy,12/26/2012,12/30/2012,Sales,166
BN-2012-9267764,Karla Dunkley,Priority,3/6/2012,3/8/2012,% of Total ProfitMargin along Table (Down),-4.877067599
BN-2012-9267764,Karla Dunkley,Priority,3/6/2012,3/8/2012,Profit,-37
BN-2012-9267764,Karla Dunkley,Priority,3/6/2012,3/8/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-9267764,Karla Dunkley,Priority,3/6/2012,3/8/2012,Quantity,4
BN-2012-9267764,Karla Dunkley,Priority,3/6/2012,3/8/2012,Sales,63
BN-2012-9201500,Michael Halcomb,Economy Plus,11/2/2012,11/5/2012,% of Total ProfitMargin along Table (Down),0
BN-2012-9201500,Michael Halcomb,Economy Plus,11/2/2012,11/5/2012,Profit,0
BN-2012-9201500,Michael Halcomb,Economy Plus,11/2/2012,11/5/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-9201500,Michael Halcomb,Economy Plus,11/2/2012,11/5/2012,Quantity,3
BN-2012-9201500,Michael Halcomb,Economy Plus,11/2/2012,11/5/2012,Sales,148
BN-2012-9196475,Dominic Jordan,Economy,9/3/2012,9/7/2012,% of Total ProfitMargin along Table (Down),-5.159888890
BN-2012-9196475,Dominic Jordan,Economy,9/3/2012,9/7/2012,Profit,-64
BN-2012-9196475,Dominic Jordan,Economy,9/3/2012,9/7/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-9196475,Dominic Jordan,Economy,9/3/2012,9/7/2012,Quantity,4
BN-2012-9196475,Dominic Jordan,Economy,9/3/2012,9/7/2012,Sales,103
BN-2012-9118529,Julie Ochoa,Economy,6/20/2012,6/24/2012,% of Total ProfitMargin along Table (Down),-5.931568702
BN-2012-9118529,Julie Ochoa,Economy,6/20/2012,6/24/2012,Profit,-10
BN-2012-9118529,Julie Ochoa,Economy,6/20/2012,6/24/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-9118529,Julie Ochoa,Economy,6/20/2012,6/24/2012,Quantity,2
BN-2012-9118529,Julie Ochoa,Economy,6/20/2012,6/24/2012,Sales,14
BN-2012-9077460,Erin Gill,Priority,9/3/2012,9/6/2012,% of Total ProfitMargin along Table (Down),-0.615125643
BN-2012-9077460,Erin Gill,Priority,9/3/2012,9/6/2012,Profit,-2
BN-2012-9077460,Erin Gill,Priority,9/3/2012,9/6/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-9077460,Erin Gill,Priority,9/3/2012,9/6/2012,Quantity,2
BN-2012-9077460,Erin Gill,Priority,9/3/2012,9/6/2012,Sales,27
BN-2012-9003210,Jade Howe,Economy Plus,3/6/2012,3/11/2012,% of Total ProfitMargin along Table (Down),-6.299735035
BN-2012-9003210,Jade Howe,Economy Plus,3/6/2012,3/11/2012,Profit,-22
BN-2012-9003210,Jade Howe,Economy Plus,3/6/2012,3/11/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-9003210,Jade Howe,Economy Plus,3/6/2012,3/11/2012,Quantity,2
BN-2012-9003210,Jade Howe,Economy Plus,3/6/2012,3/11/2012,Sales,29
BN-2012-8981515,Jade Howe,Economy,3/7/2012,3/13/2012,% of Total ProfitMargin along Table (Down),-5.536130788
BN-2012-8981515,Jade Howe,Economy,3/7/2012,3/13/2012,Profit,-18
BN-2012-8981515,Jade Howe,Economy,3/7/2012,3/13/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8981515,Jade Howe,Economy,3/7/2012,3/13/2012,Quantity,2
BN-2012-8981515,Jade Howe,Economy,3/7/2012,3/13/2012,Sales,27
BN-2012-8901808,Spencer Oliver,Economy Plus,10/8/2012,10/10/2012,% of Total ProfitMargin along Table (Down),-4.425073398
BN-2012-8901808,Spencer Oliver,Economy Plus,10/8/2012,10/10/2012,Profit,-154
BN-2012-8901808,Spencer Oliver,Economy Plus,10/8/2012,10/10/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-8901808,Spencer Oliver,Economy Plus,10/8/2012,10/10/2012,Quantity,14
BN-2012-8901808,Spencer Oliver,Economy Plus,10/8/2012,10/10/2012,Sales,289
BN-2012-8901180,Caitlyn Willoughby,Economy Plus,8/3/2012,8/5/2012,% of Total ProfitMargin along Table (Down),-5.505028930
BN-2012-8901180,Caitlyn Willoughby,Economy Plus,8/3/2012,8/5/2012,Profit,-59
BN-2012-8901180,Caitlyn Willoughby,Economy Plus,8/3/2012,8/5/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-8901180,Caitlyn Willoughby,Economy Plus,8/3/2012,8/5/2012,Quantity,5
BN-2012-8901180,Caitlyn Willoughby,Economy Plus,8/3/2012,8/5/2012,Sales,89
BN-2012-8886681,Toby Labilliere,Economy Plus,10/20/2012,10/23/2012,% of Total ProfitMargin along Table (Down),-7.452483754
BN-2012-8886681,Toby Labilliere,Economy Plus,10/20/2012,10/23/2012,Profit,-735
BN-2012-8886681,Toby Labilliere,Economy Plus,10/20/2012,10/23/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8886681,Toby Labilliere,Economy Plus,10/20/2012,10/23/2012,Quantity,7
BN-2012-8886681,Toby Labilliere,Economy Plus,10/20/2012,10/23/2012,Sales,819
BN-2012-8860011,Sam Rees,Economy,8/14/2012,8/20/2012,% of Total ProfitMargin along Table (Down),3.611317104
BN-2012-8860011,Sam Rees,Economy,8/14/2012,8/20/2012,Profit,591
BN-2012-8860011,Sam Rees,Economy,8/14/2012,8/20/2012,% of Total Discount along Table (Down),0
BN-2012-8860011,Sam Rees,Economy,8/14/2012,8/20/2012,Quantity,10
BN-2012-8860011,Sam Rees,Economy,8/14/2012,8/20/2012,Sales,1359
BN-2012-8846248,Alannah Langridge,Economy,11/20/2012,11/24/2012,% of Total ProfitMargin along Table (Down),-3.778035200
BN-2012-8846248,Alannah Langridge,Economy,11/20/2012,11/24/2012,Profit,-101
BN-2012-8846248,Alannah Langridge,Economy,11/20/2012,11/24/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-8846248,Alannah Langridge,Economy,11/20/2012,11/24/2012,Quantity,5
BN-2012-8846248,Alannah Langridge,Economy,11/20/2012,11/24/2012,Sales,222
BN-2012-8746032,Riley Howells,Economy,11/8/2012,11/14/2012,% of Total ProfitMargin along Table (Down),0.976964257
BN-2012-8746032,Riley Howells,Economy,11/8/2012,11/14/2012,Profit,44
BN-2012-8746032,Riley Howells,Economy,11/8/2012,11/14/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-8746032,Riley Howells,Economy,11/8/2012,11/14/2012,Quantity,14
BN-2012-8746032,Riley Howells,Economy,11/8/2012,11/14/2012,Sales,374
BN-2012-8740514,Rachel Goddard,Economy,1/7/2012,1/11/2012,% of Total ProfitMargin along Table (Down),-6.969593225
BN-2012-8740514,Rachel Goddard,Economy,1/7/2012,1/11/2012,Profit,-94
BN-2012-8740514,Rachel Goddard,Economy,1/7/2012,1/11/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8740514,Rachel Goddard,Economy,1/7/2012,1/11/2012,Quantity,3
BN-2012-8740514,Rachel Goddard,Economy,1/7/2012,1/11/2012,Sales,112
BN-2012-873448,Isabella Secombe,Economy,9/25/2012,9/30/2012,% of Total ProfitMargin along Table (Down),-5.572409496
BN-2012-873448,Isabella Secombe,Economy,9/25/2012,9/30/2012,Profit,-512
BN-2012-873448,Isabella Secombe,Economy,9/25/2012,9/30/2012,% of Total Discount along Table (Down),0.001744896
BN-2012-873448,Isabella Secombe,Economy,9/25/2012,9/30/2012,Quantity,13
BN-2012-873448,Isabella Secombe,Economy,9/25/2012,9/30/2012,Sales,763
BN-2012-8726185,David Lowe,Economy,4/10/2012,4/14/2012,% of Total ProfitMargin along Table (Down),-6.166886673
BN-2012-8726185,David Lowe,Economy,4/10/2012,4/14/2012,Profit,-453
BN-2012-8726185,David Lowe,Economy,4/10/2012,4/14/2012,% of Total Discount along Table (Down),0.001744896
BN-2012-8726185,David Lowe,Economy,4/10/2012,4/14/2012,Quantity,12
BN-2012-8726185,David Lowe,Economy,4/10/2012,4/14/2012,Sales,610
BN-2012-8691355,Edward Dolling,Economy,6/11/2012,6/15/2012,% of Total ProfitMargin along Table (Down),-8.304196183
BN-2012-8691355,Edward Dolling,Economy,6/11/2012,6/15/2012,Profit,-341
BN-2012-8691355,Edward Dolling,Economy,6/11/2012,6/15/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8691355,Edward Dolling,Economy,6/11/2012,6/15/2012,Quantity,5
BN-2012-8691355,Edward Dolling,Economy,6/11/2012,6/15/2012,Sales,341
BN-2012-8675695,Ewan Lee,Economy Plus,9/8/2012,9/12/2012,% of Total ProfitMargin along Table (Down),-0.249750261
BN-2012-8675695,Ewan Lee,Economy Plus,9/8/2012,9/12/2012,Profit,-4
BN-2012-8675695,Ewan Lee,Economy Plus,9/8/2012,9/12/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-8675695,Ewan Lee,Economy Plus,9/8/2012,9/12/2012,Quantity,1
BN-2012-8675695,Ewan Lee,Economy Plus,9/8/2012,9/12/2012,Sales,133
BN-2012-8662125,Craig Rayner,Economy,8/14/2012,8/18/2012,% of Total ProfitMargin along Table (Down),3.229409627
BN-2012-8662125,Craig Rayner,Economy,8/14/2012,8/18/2012,Profit,329
BN-2012-8662125,Craig Rayner,Economy,8/14/2012,8/18/2012,% of Total Discount along Table (Down),0
BN-2012-8662125,Craig Rayner,Economy,8/14/2012,8/18/2012,Quantity,15
BN-2012-8662125,Craig Rayner,Economy,8/14/2012,8/18/2012,Sales,846
BN-2012-8610295,Ashton Charles,Economy Plus,3/30/2012,4/4/2012,% of Total ProfitMargin along Table (Down),2.965784351
BN-2012-8610295,Ashton Charles,Economy Plus,3/30/2012,4/4/2012,Profit,30
BN-2012-8610295,Ashton Charles,Economy Plus,3/30/2012,4/4/2012,% of Total Discount along Table (Down),0
BN-2012-8610295,Ashton Charles,Economy Plus,3/30/2012,4/4/2012,Quantity,3
BN-2012-8610295,Ashton Charles,Economy Plus,3/30/2012,4/4/2012,Sales,84
BN-2012-8607495,Joe Gilbert,Economy Plus,3/15/2012,3/17/2012,% of Total ProfitMargin along Table (Down),-4.459660913
BN-2012-8607495,Joe Gilbert,Economy Plus,3/15/2012,3/17/2012,Profit,-58
BN-2012-8607495,Joe Gilbert,Economy Plus,3/15/2012,3/17/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8607495,Joe Gilbert,Economy Plus,3/15/2012,3/17/2012,Quantity,4
BN-2012-8607495,Joe Gilbert,Economy Plus,3/15/2012,3/17/2012,Sales,108
BN-2012-8602760,Mia McLean,Economy,7/25/2012,7/30/2012,% of Total ProfitMargin along Table (Down),-3.849999584
BN-2012-8602760,Mia McLean,Economy,7/25/2012,7/30/2012,Profit,-274
BN-2012-8602760,Mia McLean,Economy,7/25/2012,7/30/2012,% of Total Discount along Table (Down),0.004071424
BN-2012-8602760,Mia McLean,Economy,7/25/2012,7/30/2012,Quantity,25
BN-2012-8602760,Mia McLean,Economy,7/25/2012,7/30/2012,Sales,591
BN-2012-8548299,Faith Greenwood,Economy Plus,2/15/2012,2/17/2012,% of Total ProfitMargin along Table (Down),-7.082990862
BN-2012-8548299,Faith Greenwood,Economy Plus,2/15/2012,2/17/2012,Profit,-29
BN-2012-8548299,Faith Greenwood,Economy Plus,2/15/2012,2/17/2012,% of Total Discount along Table (Down),0.001279591
BN-2012-8548299,Faith Greenwood,Economy Plus,2/15/2012,2/17/2012,Quantity,3
BN-2012-8548299,Faith Greenwood,Economy Plus,2/15/2012,2/17/2012,Sales,34
BN-2012-8539408,Adam Gibbs,Economy,5/15/2012,5/22/2012,% of Total ProfitMargin along Table (Down),-0.651309505
BN-2012-8539408,Adam Gibbs,Economy,5/15/2012,5/22/2012,Profit,-40
BN-2012-8539408,Adam Gibbs,Economy,5/15/2012,5/22/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-8539408,Adam Gibbs,Economy,5/15/2012,5/22/2012,Quantity,2
BN-2012-8539408,Adam Gibbs,Economy,5/15/2012,5/22/2012,Sales,510
BN-2012-8498920,Nathan Niland,Priority,12/17/2012,12/20/2012,% of Total ProfitMargin along Table (Down),-0.148289218
BN-2012-8498920,Nathan Niland,Priority,12/17/2012,12/20/2012,Profit,-1
BN-2012-8498920,Nathan Niland,Priority,12/17/2012,12/20/2012,% of Total Discount along Table (Down),0.000465306
BN-2012-8498920,Nathan Niland,Priority,12/17/2012,12/20/2012,Quantity,2
BN-2012-8498920,Nathan Niland,Priority,12/17/2012,12/20/2012,Sales,56
BN-2012-847015,Georgina Fuller,Priority,10/1/2012,10/3/2012,% of Total ProfitMargin along Table (Down),-6.135189717
BN-2012-847015,Georgina Fuller,Priority,10/1/2012,10/3/2012,Profit,-99
BN-2012-847015,Georgina Fuller,Priority,10/1/2012,10/3/2012,% of Total Discount along Table (Down),0.001163264
BN-2012-847015,Georgina Fuller,Priority,10/1/2012,10/3/2012,Quantity,12
BN-2012-847015,Georgina Fuller,Priority,10/1/2012,10/3/2012,Sales,134
BN-2012-8465535,Evie Newton,Economy,10/18/2012,10/22/2012,% of Total ProfitMargin along Table (Down),-0.725257309
BN-2012-8465535,Evie Newton,Economy,10/18/2012,10/22/2012,Profit,-20
BN-2012-8465535,Evie Newton,Economy,10/18/2012,10/22/2012,% of Total Discount along Table (Down),0.000116326
BN-2012-8465535,Evie Newton,Economy,10/18/2012,10/22/2012,Quantity,2
BN-2012-8465535,Evie Newton,Economy,10/18/2012,10/22/2012,Sales,229
BN-2012-8465204,Christopher Goold,Economy Plus,12/28/2012,12/30/2012,% of Total ProfitMargin along Table (Down),-4.671110353
BN-2012-8465204,Christopher Goold,Economy Plus,12/28/2012,12/30/2012,Profit,-9
BN-2012-8465204,Christopher Goold,Economy Plus,12/28/2012,12/30/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8465204,Christopher Goold,Economy Plus,12/28/2012,12/30/2012,Quantity,3
BN-2012-8465204,Christopher Goold,Economy Plus,12/28/2012,12/30/2012,Sales,16
BN-2012-8433873,Sebastian McClelland,Economy Plus,4/13/2012,4/16/2012,% of Total ProfitMargin along Table (Down),-3.994821648
BN-2012-8433873,Sebastian McClelland,Economy Plus,4/13/2012,4/16/2012,Profit,-127
BN-2012-8433873,Sebastian McClelland,Economy Plus,4/13/2012,4/16/2012,% of Total Discount along Table (Down),0.000581632
BN-2012-8433873,Sebastian McClelland,Economy Plus,4/13/2012,4/16/2012,Quantity,3
BN-2012-8433873,Sebastian McClelland,Economy Plus,4/13/2012,4/16/2012,Sales,264
