Customer_ID;First_Name;Last_Name;Postal_Code;City;Country;Score
558;Warren;Grant;52066;Aachen;Germany;30
559;Ulysses;Wilson;97219;Portland;USA;15
560;Rutherford;Washington;83720;Boise;USA;30
561;Ronald;Polk;97219;Portland;USA;58
562;William;Harrison;67000;Strasbourg;France;67
563;George;Grant;12209;Berlin;Germany;45
564;Jimmy;Polk;68306;Mannheim;Germany;88
565;William;Tyler;70563;Stuttgart;Germany;89
566;Millard;Roosevelt;13008;Marseille;France;63
567;Millard;Harrison;42100;Reggio Emilia;Italy;54
568;Thomas;Buchanan;97403;Eugene;USA;11
569;Warren;Hoover;97403;Eugene;USA;5
570;Chester;Eisenhower;51100;Reims;France;70
571;Benjamin;Quincy;70563;Stuttgart;Germany;67
572;Ulysses;Reagan;70563;Stuttgart;Germany;8
573;Jimmy;Ford;1307;Cunewalde;Germany;3
574;Lyndon;Truman;31000;Toulouse;France;2
575;Benjamin;Ford;87110;Albuquerque;USA;97
576;Theodore;Carter;83720;Boise;USA;9
577;Grover;Jefferson;67000;Strasbourg;France;91
578;Harry;Tyler;14776;Brandenburg;Germany;88
579;Woodrow;Hayes;97201;Portland;USA;6
580;Millard;Hayes;98128;Seattle;USA;5
581;Abraham;Garfield;52066;Aachen;Germany;64
582;Millard;Hayes;13008;Marseille;France;3
583;Bill;Johnson;94117;San Francisco;USA;70
584;James;Polk;44000;Nantes;France;81
585;Ulysses;Cleveland;97403;Eugene;USA;53
586;John;Washington;31000;Toulouse;France;67
587;Benjamin;Johnson;97403;Eugene;USA;19
588;Theodore;Jefferson;14776;Brandenburg;Germany;13
589;William;Tyler;59801;Butte;USA;59
590;Ronald;Monroe;59000;Lille;France;6
591;Benjamin;Roosevelt;78000;Versailles;France;79
592;James;Kennedy;87110;Albuquerque;USA;57
593;John;Wilson;42100;Reggio Emilia;Italy;54
594;Thomas;Truman;51100;Reims;France;25
595;Rutherford;Eisenhower;24100;Bergamo;Italy;75
596;William;Johnson;97403;Eugene;USA;8
597;Herbert;Garfield;13008;Marseille;France;40
598;Rutherford;Quincy;13008;Marseille;France;15
599;Ulysses;Taylor;10100;Torino;Italy;86
600;Thomas;Wilson;87110;Albuquerque;USA;92
601;Dwight;Pierce;50739;Köln;Germany;79
602;Andrew;Nixon;50739;Köln;Germany;67
603;Lyndon;Johnson;4179;Leipzig;Germany;52
604;Gerald;Adams;69004;Lyon;France;0
605;Franklin;Roosevelt;97219;Portland;USA;31
606;Calvin;Madison;42100;Reggio Emilia;Italy;56
607;Theodore;Johnson;98128;Seattle;USA;0
608;Warren;Reagan;4179;Leipzig;Germany;98
609;Dwight;Roosevelt;24100;Bergamo;Italy;83
610;Benjamin;Buchanan;82520;Lander;USA;20
611;Franklin;Jefferson;13008;Marseille;France;64
612;Gerald;Hoover;97219;Portland;USA;75
613;Herbert;Johnson;99508;Anchorage;USA;48
614;Ronald;Washington;59000;Lille;France;7
615;Andrew;Madison;13008;Marseille;France;38
616;Chester;Cleveland;75016;Paris;France;5
617;Richard;Ford;67000;Strasbourg;France;21
618;Harry;Polk;50739;Köln;Germany;0
619;Grover;Pierce;31000;Toulouse;France;0
620;George;Roosevelt;83720;Boise;USA;26
621;Bill;Hayes;10100;Torino;Italy;86
622;Ronald;Pierce;52066;Aachen;Germany;17
623;Ulysses;Harrison;97201;Portland;USA;9
624;George;Hayes;97827;Elgin;USA;100
625;Grover;Tyler;10100;Torino;Italy;0
626;Rutherford;Buchanan;12209;Berlin;Germany;13
627;Bill;Fillmore;97403;Eugene;USA;54
628;Harry;Truman;31000;Toulouse;France;76
629;Jimmy;Pierce;59000;Lille;France;0
630;Herbert;Fillmore;51100;Reims;France;24
631;Chester;Adams;97403;Eugene;USA;79
632;Benjamin;Carter;1307;Cunewalde;Germany;81
633;John;Polk;97827;Elgin;USA;59
634;Rutherford;Roosevelt;97219;Portland;USA;18
635;Harry;Roosevelt;98034;Kirkland;USA;0
636;Theodore;Harrison;59801;Butte;USA;0
637;Ulysses;Taylor;68306;Mannheim;Germany;45
638;Harry;Reagan;80805;München;Germany;38
639;Thomas;Ford;97827;Elgin;USA;25
640;Woodrow;Taft;99508;Anchorage;USA;59
641;Thomas;Quincy;94117;San Francisco;USA;56
642;George;Lincoln;83720;Boise;USA;26
643;Rutherford;Cleveland;97201;Portland;USA;0
644;Thomas;Polk;42100;Reggio Emilia;Italy;0
645;Harry;Jefferson;50739;Köln;Germany;58
646;Bill;Van Buren;50739;Köln;Germany;6
647;Zachary;Lincoln;44000;Nantes;France;14
648;Herbert;Roosevelt;24100;Bergamo;Italy;97
649;Dwight;Polk;67000;Strasbourg;France;2
650;Franklin;Eisenhower;98128;Seattle;USA;63
651;Herbert;Buchanan;75016;Paris;France;88
652;Martin;Quincy;97403;Eugene;USA;40
653;Jimmy;Adams;1307;Cunewalde;Germany;6
654;James;Taft;4179;Leipzig;Germany;78
655;Jimmy;Eisenhower;69004;Lyon;France;83
656;Martin;Reagan;59801;Butte;USA;54
657;John;Van Buren;60528;Frankfurt a.M.;Germany;7
658;Chester;Taylor;42100;Reggio Emilia;Italy;62
659;Gerald;Quincy;83720;Boise;USA;37
660;Calvin;Tyler;98128;Seattle;USA;27
661;Lyndon;Van Buren;52066;Aachen;Germany;0
662;Theodore;Nixon;75012;Paris;France;73
663;Herbert;Garfield;44000;Nantes;France;27
664;Chester;Harding;44000;Nantes;France;80
665;Thomas;Reagan;78000;Versailles;France;88
666;Andrew;McKinley;24100;Bergamo;Italy;51
667;John;Quincy;87110;Albuquerque;USA;66
668;Calvin;Roosevelt;14776;Brandenburg;Germany;56
669;John;Coolidge;75012;Paris;France;72
670;Millard;Ford;99508;Anchorage;USA;42
671;Chester;Pierce;75012;Paris;France;51
672;Herbert;Ford;59801;Butte;USA;97
673;Thomas;Truman;70563;Stuttgart;Germany;75
674;Ulysses;Roosevelt;99508;Anchorage;USA;4
675;Woodrow;Buchanan;44000;Nantes;France;3
676;Gerald;Cleveland;50739;Köln;Germany;12
677;Abraham;Lincoln;50739;Köln;Germany;98
678;Dwight;Adams;67000;Strasbourg;France;1
679;Andrew;Hoover;44000;Nantes;France;95
680;George;Tyler;42100;Reggio Emilia;Italy;87
681;Rutherford;Jackson;70563;Stuttgart;Germany;27
682;Ulysses;Johnson;67000;Strasbourg;France;41
683;Abraham;Nixon;42100;Reggio Emilia;Italy;52
684;John;Grant;98128;Seattle;USA;31
685;Richard;Eisenhower;83720;Boise;USA;6
686;Bill;Harding;59000;Lille;France;4
687;Millard;Taft;60528;Frankfurt a.M.;Germany;30
688;Jimmy;Buchanan;99508;Anchorage;USA;0
689;Dwight;Hoover;70563;Stuttgart;Germany;36
690;Rutherford;Coolidge;44087;Münster;Germany;95
691;Dwight;Taft;75012;Paris;France;0
692;Grover;Harrison;51100;Reims;France;82
693;Dwight;Wilson;87110;Albuquerque;USA;45
694;Rutherford;Harding;98034;Kirkland;USA;49
695;John;Fillmore;97219;Portland;USA;0
696;Dwight;Harrison;69004;Lyon;France;9
697;Thomas;Cleveland;67000;Strasbourg;France;50
698;Benjamin;Wilson;83720;Boise;USA;14
699;Woodrow;Reagan;60528;Frankfurt a.M.;Germany;0
700;Benjamin;Coolidge;59801;Butte;USA;34
701;Dwight;Washington;67000;Strasbourg;France;42
702;John;Tyler;97403;Eugene;USA;10
703;William;Hayes;97827;Elgin;USA;19
704;Herbert;Polk;70563;Stuttgart;Germany;66
705;Warren;Van Buren;59000;Lille;France;85
706;Andrew;Garfield;70563;Stuttgart;Germany;91
707;Warren;Taylor;80805;München;Germany;70
708;Abraham;Monroe;31000;Toulouse;France;41
709;Abraham;Coolidge;99508;Anchorage;USA;4
710;Bill;Grant;75016;Paris;France;17
711;William;Madison;78000;Versailles;France;65
712;James;Ford;44087;Münster;Germany;36
713;Theodore;Roosevelt;70563;Stuttgart;Germany;78
714;Gerald;Polk;60528;Frankfurt a.M.;Germany;36
715;Franklin;Reagan;4179;Leipzig;Germany;97
716;Chester;Reagan;99508;Anchorage;USA;34
717;Jimmy;Roosevelt;51100;Reims;France;22
718;Harry;Jackson;75016;Paris;France;3
719;James;Tyler;44000;Nantes;France;91
720;Herbert;Carter;99508;Anchorage;USA;21
721;Lyndon;Nixon;97827;Elgin;USA;70
722;Grover;Jefferson;75016;Paris;France;12
723;Jimmy;Clinton;99508;Anchorage;USA;97
724;Thomas;Nixon;80805;München;Germany;55
725;Calvin;Pierce;99508;Anchorage;USA;38
726;Warren;Pierce;99508;Anchorage;USA;10
727;John;McKinley;24100;Bergamo;Italy;34
728;Ulysses;Washington;50739;Köln;Germany;87
729;Ulysses;Garfield;75012;Paris;France;31
730;Benjamin;Ford;52066;Aachen;Germany;39
731;George;Jefferson;97403;Eugene;USA;12
732;Calvin;Truman;10100;Torino;Italy;13
733;George;Pierce;78000;Versailles;France;72
734;Gerald;Adams;13008;Marseille;France;48
735;Calvin;Fillmore;97827;Elgin;USA;8
736;Dwight;Madison;24100;Bergamo;Italy;62
737;Calvin;Harrison;75016;Paris;France;96
738;Ulysses;Washington;52066;Aachen;Germany;45
739;Ronald;Cleveland;97403;Eugene;USA;25
740;Gerald;Washington;59000;Lille;France;45
741;Benjamin;Buchanan;44000;Nantes;France;24
742;Calvin;Johnson;98128;Seattle;USA;46
743;Andrew;Grant;78000;Versailles;France;21
744;Theodore;Arthur;44000;Nantes;France;33
745;James;Van Buren;83720;Boise;USA;20
746;Millard;Madison;60528;Frankfurt a.M.;Germany;55
747;Warren;Buchanan;44087;Münster;Germany;35
748;Warren;Taft;80805;München;Germany;40
749;Theodore;Harrison;44000;Nantes;France;23
750;Chester;McKinley;68306;Mannheim;Germany;47
751;Thomas;Adams;75016;Paris;France;54
752;Ronald;Tyler;98034;Kirkland;USA;82
753;Gerald;Pierce;14776;Brandenburg;Germany;17
754;James;Taft;68306;Mannheim;Germany;100
755;Ulysses;Wilson;60528;Frankfurt a.M.;Germany;88
756;Andrew;Reagan;50739;Köln;Germany;83
757;Jimmy;Roosevelt;99508;Anchorage;USA;25
758;James;Coolidge;94117;San Francisco;USA;63
759;Benjamin;Ford;67000;Strasbourg;France;46
760;Bill;Van Buren;67000;Strasbourg;France;57
761;Woodrow;Quincy;42100;Reggio Emilia;Italy;11
762;Franklin;Coolidge;87110;Albuquerque;USA;42
763;Millard;Adams;98034;Kirkland;USA;25
764;Bill;Roosevelt;97201;Portland;USA;43
765;Thomas;Harding;87110;Albuquerque;USA;6
766;Theodore;Eisenhower;78000;Versailles;France;64
767;Warren;Monroe;50739;Köln;Germany;81
768;George;Monroe;12209;Berlin;Germany;0
769;George;Reagan;83720;Boise;USA;74
770;Rutherford;Johnson;59000;Lille;France;16
771;Warren;Polk;50739;Köln;Germany;80
772;Jimmy;Coolidge;13008;Marseille;France;59
773;Richard;Lincoln;98034;Kirkland;USA;0
774;Ulysses;Quincy;97201;Portland;USA;64
775;Chester;Harrison;59000;Lille;France;18
776;Grover;Polk;68306;Mannheim;Germany;65
777;Jimmy;Clinton;60528;Frankfurt a.M.;Germany;54
778;Benjamin;Fillmore;75012;Paris;France;92
779;Andrew;Jackson;44000;Nantes;France;34
780;Thomas;Polk;78000;Versailles;France;0
781;Martin;Van Buren;60528;Frankfurt a.M.;Germany;3
782;Thomas;Lincoln;98034;Kirkland;USA;78
783;Rutherford;Buchanan;31000;Toulouse;France;85
784;Gerald;Washington;1307;Cunewalde;Germany;78
785;George;Monroe;59801;Butte;USA;0
786;Dwight;Coolidge;97201;Portland;USA;18
787;Warren;Ford;97827;Elgin;USA;0
788;Lyndon;Buchanan;78000;Versailles;France;93
789;Theodore;McKinley;68306;Mannheim;Germany;88
790;Theodore;Coolidge;44087;Münster;Germany;0
791;Grover;McKinley;83720;Boise;USA;61
792;Herbert;Quincy;67000;Strasbourg;France;68
793;Lyndon;Fillmore;97403;Eugene;USA;0
794;Chester;Van Buren;97219;Portland;USA;58
795;Lyndon;McKinley;83720;Boise;USA;64
796;Ronald;Van Buren;97201;Portland;USA;79
797;William;Tyler;97219;Portland;USA;0
798;Chester;Eisenhower;13008;Marseille;France;20
799;Ronald;Harrison;78000;Versailles;France;59
800;John;Polk;98034;Kirkland;USA;45
